QRCode;Linha;OP;Produto;Descrição;Sintoma;Origem;Qtd.;Usuário_Solicitante;Dt.Solicitação;Usuário_Aprov/Reprov;Dt.Aprov/Reprov;Status
9873;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;COMPONENTESMDDANIFICADO;FasePSA;1;brenda.santos;04/11/202215:33:14;debora.gomes;04/11/202215:41:44;Aprovado
9874;PSALINHA13;2297;2002090100I1003;GABINETEFRONTALD195GETNETLENSWP;COMPONENTESMDDANIFICADO;FasePSA;1;brenda.santos;04/11/202215:33:47;debora.gomes;04/11/202215:41:48;Aprovado
9875;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDALTERADO;PaxChina;1;brenda.santos;04/11/202215:34:11;debora.gomes;04/11/202215:41:56;Aprovado
9876;PSALINHA13;2297;200202000000187;LCD240x3202.4inch8BitTFTD190LCMVTT024QVB21Code28BRILLIANT;COMPONENTESMDDANIFICADO;Callidus;2;brenda.santos;04/11/202215:34:52;debora.gomes;04/11/202215:41:52;Aprovado
9877;PSALINHA13;2297;200202000000227;LCD240x3202.4inch8BitD190LCMJT0062502JingXun;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:35:24;debora.gomes;04/11/202215:42:00;Aprovado
9878;PSALINHA13;2297;300100160000133;D195KEYMESHV01PCBKEYMESHDOMECARBONGRANULESPLENDID;COMPONENTESMDALTERADO;PaxChina;3;brenda.santos;04/11/202215:35:55;debora.gomes;04/11/202215:42:08;Aprovado
9879;PSALINHA13;2297;502200000000007;D190MAGV01/V03MAGNETICREADER1/2/3TRACKS;COMPONENTESMDALTERADO;PaxChina;5;brenda.santos;04/11/202215:36:29;debora.gomes;04/11/202215:42:12;Aprovado
9880;PSALINHA13;2297;301001000000009;BUTTONCELLM0514HLF.CR20323.0V225MAHBUTTONCELL;COMPONENTESMDDANIFICADO;PaxChina;1;brenda.santos;04/11/202215:38:23;debora.gomes;04/11/202215:42:04;Aprovado
9882;PSALINHA13;2297;200209040000079;PlasticD190blackswitchkeypr.surfaceetch;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:40:13;debora.gomes;04/11/202215:42:23;Aprovado
9883;PSALINHA13;2297;200209040000080;PlasticD190blackscankeypr.surfaceetch;COMPONENTESMDDANIFICADO;FasePSA;4;brenda.santos;04/11/202215:40:47;debora.gomes;04/11/202215:42:19;Aprovado
